title_year,genres,color,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_critic_for_reviews,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,gross,budget,imdb_score,aspect_ratio
2004,Comedy|Drama|Romance,Color,106,23,1000,593,418,2325,0,118,35508,2,211,English,57887882,50000000,6.1,1.85
1998,Action|Adventure|Comedy|Family|Sci-Fi,Color,108,287,4000,835,823,8610,0,100,77415,0,139,English,53955614,40000000,6.1,2.35
1997,Action|Horror,Color,98,20,2000,2000,968,7039,0,70,52805,0,209,English,54967359,40000000,5.2,1.85
2002,Action|Adventure|Drama|Romance|Thriller,Color,131,58,15000,1000,720,17152,0,138,104991,1,544,English,54228104,35000000,7.7,1.85
2011,Crime|Drama|Thriller,Color,118,65,11000,980,638,13943,25000,274,173848,1,203,English,57981889,40000000,7.3,2.35
2011,Action|Mystery|Thriller,Color,113,174,14000,903,767,17152,29000,349,210542,3,332,English,61094903,30000000,6.9,2.35
2006,Drama|Mystery|Sci-Fi|Thriller,Color,130,22000,23000,20000,19000,63986,49000,341,844052,1,1100,English,53082743,40000000,8.5,2.35
2014,Comedy|Crime,Color,116,51,18000,11000,465,30571,12000,196,114294,7,187,English,54414716,42000000,6.3,2.35
2013,Adventure|Animation|Comedy|Family|Sci-Fi,Color,89,7,3000,190,91,3361,0,83,20615,2,44,English,57011847,40000000,5.9,2.35
2006,Action|Adventure|Drama|Thriller,Color,139,0,708,78,19,848,14000,283,236000,0,1043,Maya,50859889,40000000,7.8,1.85
1987,Action|Adventure|Thriller,Color,130,46,387,244,162,1233,0,105,69457,1,271,English,51185897,30000000,6.7,2.35
2010,Action|Adventure|Sci-Fi|Thriller,Color,107,190,2000,1000,520,4243,17000,351,171418,0,619,English,52000688,40000000,6.4,2.35
1986,Comedy|Crime|Romance,Color,116,425,954,568,204,2179,263,16,7900,3,34,English,49851591,40000000,5.9,2.35
2004,Mystery|Thriller,Color,96,192,40000,534,501,41293,0,195,147504,1,531,English,47781388,40000000,6.6,2.35
2006,Drama|Fantasy|Romance,Color,99,18,18000,426,211,18693,0,175,114321,0,548,English,52320979,40000000,6.8,2.35
2005,Horror|Mystery|Thriller, Black and White,104,34,545,351,280,1274,0,193,87447,0,371,English,47806295,43000000,6.5,2.35
2012,Comedy|Drama|Family|Fantasy,Color,105,54,3000,2000,988,9069,11000,169,37398,0,110,English,51853450,25000000,6.6,1.85
2008,Comedy|Romance,Color,101,10,1000,689,681,4298,3000,128,54421,2,101,English,46012734,40000000,5.8,2.35
2014,Biography|Drama|Music|Musical,Color,134,16000,880,413,235,2281,16000,249,25465,1,190,English,47034272,40000000,6.9,2.35
1997,Crime|Drama|Thriller,Color,135,0,13000,936,913,16762,0,91,46221,1,141,English,45856732,40000000,7.1,2.35
2003,Horror|Mystery|Thriller,Color,98,326,21000,534,416,22318,0,207,89557,1,376,English,59588068,40000000,5.8,1.85
1997,Drama|History,Color,155,14000,12000,11000,11000,37570,0,77,56509,2,227,English,44175394,36000000,7.2,1.85
1992,Adventure|Drama|Romance,Color,106,323,472,47,0,519,694,25,17443,2,56,English,45500797,40000000,6,2.35
2007,Action|Horror|Sci-Fi|Thriller,Color,102,25,1000,741,473,4324,0,211,92789,0,998,English,41797066,40000000,4.7,2.35
1994,Comedy|Family,Color,95,80,3000,450,287,4634,0,19,49612,1,39,English,38087756,40000000,5.2,1.85
2000,Drama|Romance,Color,103,643,24000,1000,586,26938,0,101,20201,2,180,English,37752931,40000000,5.5,1.85
2007,Comedy|Music|Romance,Color,95,30,799,690,664,2787,0,175,81334,4,291,English,50562555,,6.5,1.85
2011,Adventure|Comedy|Sci-Fi,Color,109,99,176,61,57,390,42000,342,192462,0,334,English,37371385,40000000,7,2.35
2012,Comedy|Drama,Color,95,98,405,358,78,1070,0,147,30394,1,103,English,37101011,40000000,5.8,2.35
2011,Horror|Mystery,Color,111,0,2000,741,687,4486,26000,420,104119,0,518,English,38176892,40000000,6.2,2.35
1999,Mystery|Thriller,Color,123,541,12000,638,173,12970,0,138,104564,1,587,English,36283504,40000000,6.5,2.35
1991,Biography|Drama|Music|Musical,Color,140,0,720,576,552,3044,0,82,68159,1,209,English,35183792,38000000,7.2,2.35
2014,Comedy,Color,94,52,683,392,214,1488,0,201,84382,2,158,English,38543473,40000000,5.1,1.85
2000,Comedy|Drama,Color,94,0,374,258,235,1238,390,82,10132,3,130,English,36037909,60000000,4.7,1.85
2011,Horror,Color,92,77,703,682,495,3074,20000,277,83788,0,227,English,42575718,40000000,5.9,2.35
1999,Comedy|Crime|Romance,Color,102,6,711,683,584,2913,445,90,29968,1,117,English,33864342,40000000,5.8,1.85
2000,Drama,Color,123,75,18000,3000,754,23920,16000,157,95860,2,660,English,33508922,40000000,7.2,1.85
2005,Comedy|Drama|Romance|Sport,Color,104,101,787,299,223,1827,0,124,36223,1,208,English,42071069,30000000,6.2,2.35
,Animation|Comedy|Family,Color,30,,51,21,12,108,301,3,8495,0,43,English,,,7.4,1.33
2008,Comedy|Drama,Color,102,65,1000,613,490,3239,702,146,50199,1,101,English,32853640,40000000,5.7,2.35
2014,Comedy|Western,Color,136,3000,14000,9000,3000,28927,24000,303,136093,3,416,English,42615685,40000000,6.1,2.35
1994,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Color,93,85,924,595,510,2711,0,70,18723,0,146,English,32055248,25000000,6,1.85
2011,Adventure|Drama|Mystery,Color,129,335,15000,467,64,15595,39000,283,81298,1,341,English,31836745,40000000,6.9,2.35
2010,Comedy|Drama|Romance,Color,107,50,293,117,58,621,0,212,58871,0,156,English,30993544,40000000,6.5,2.35
2005,Biography|Crime|Drama|Music,Color,117,260,1000,1000,441,3969,0,98,35834,0,284,English,30981850,40000000,5,2.35
2000,Action|Adventure|Crime|Thriller,Color,116,18,2000,1000,249,3753,470,110,25346,0,167,English,30199105,40000000,5.7,2.35
2005,Drama|Musical|Romance,Color,135,0,3000,1000,715,5917,3000,146,41685,1,754,English,29077547,40000000,7,2.35
2000,Crime|Drama|Horror|Thriller,Color,107,55,3000,941,294,4565,394,100,12093,0,188,English,29374178,40000000,5.1,2.35
1999,Comedy,Color,90,39,607,322,210,1335,279,62,10446,2,105,English,28535768,40000000,5.3,1.85
1996,Horror|Sci-Fi|Thriller,Color,99,287,10000,368,44,10469,0,70,26051,2,164,English,27663982,40000000,4.4,2.35
2001,Action|Adventure|Romance,Color,104,0,964,931,327,2888,299,107,12856,0,291,English,27053815,40000000,4.7,2.35
2008,Biography|Drama|History|Romance,Color,115,56,20000,19000,19000,77823,0,169,84357,3,252,English,26814957,35000000,6.7,1.85
2001,Drama|Romance,Color,119,7,18000,9000,903,29484,8000,94,70292,1,274,English,25178165,40000000,6.7,1.85
2007,Horror|Thriller,Color,99,81,327,253,135,960,0,190,37412,0,178,English,25117498,40000000,5.7,2.35
1973,Crime|Drama|Romance|Thriller,Color,112,17000,22000,926,354,23737,0,112,67797,0,223,English,32645,500000,7.4,1.85
1994,Comedy|Drama,Color,128,545,783,754,353,3126,680,12,13830,1,61,English,24332324,40000000,6.1,1.85
2011,Action|Crime|Drama|Thriller,Color,112,118,877,738,674,3432,15000,201,76498,0,203,English,36665854,40000000,6.4,2.35
1998,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Color,86,7,10000,908,795,14275,0,34,11156,0,67,English,22717758,40000000,6.2,1.85
2002,Crime|Drama|Mystery|Thriller,Color,108,105,22000,11000,616,34377,416,104,21319,1,166,English,22433915,60000000,6.2,2.35
1999,Drama|Romance, Black and White,128,34,978,886,685,3821,0,55,11232,1,106,English,22326247,60000000,5.9,1.85
2004,Action|Comedy|Crime,Color,84,33,1000,1000,1000,5039,0,86,23747,0,207,English,21176322,40000000,4,2.35
1996,Drama|Thriller,Color,111,17,14000,940,889,17877,309,50,16741,2,60,English,20300000,40000000,6.2,1.85
1995,Drama,Color,131,719,16000,893,683,18913,0,181,49874,0,450,English,20302961,45000000,4.6,2.35
2006,Biography|Drama|History|Romance,Color,123,0,4000,887,826,7243,0,260,79892,1,619,English,15962471,40000000,6.4,1.85
1995,Action|Crime|Thriller,Color,101,58,12000,975,497,14008,555,40,14226,3,60,English,14942422,40000000,5.9,1.85
2000,Action|Crime|Drama|Thriller,Color,102,19,13000,530,351,14463,604,102,27305,1,284,English,14967182,40000000,5.1,2.35
2012,Drama|Thriller,Color,114,171,6000,382,284,7099,54000,371,145270,0,322,English,18996755,45000000,7.6,2.35
1987,Action|Adventure|Comedy|Music|Thriller,Color,107,124,636,631,572,3374,754,49,8692,2,126,English,14375181,51000000,4.2,1.85
2009,Adventure|Animation|Comedy|Crime|Family,Color,87,0,13000,11000,563,24770,15000,335,139114,0,245,English,20999103,40000000,7.8,1.85
2002,Comedy|Romance,Color,103,65,11000,944,311,12566,835,86,19364,2,128,English,14448589,40000000,5.8,2.35
1992,Comedy|Romance|Sci-Fi|Thriller,Color,99,0,782,658,402,2125,630,40,17365,2,66,English,14358033,40000000,5.9,2.35
2001,Comedy|Romance, Black and White,122,0,326,326,54,809,39000,242,534262,0,1314,French,33201661,77000000,8.4,2.35
2004,Comedy|Crime|Family|Romance,Color,91,29,976,799,762,3974,849,70,17722,1,111,English,14018364,30000000,4.8,1.85
2004,Comedy|Drama|Romance,Color,103,14,865,826,624,3639,0,135,43442,4,146,English,13395939,60000000,6.2,1.85
2012,Biography|Drama|Romance,Color,107,42,875,596,171,1702,0,125,15231,3,66,English,20113965,40000000,6.5,2.35
1999,Drama,Color,106,22,2000,642,613,4327,579,54,10413,1,111,English,13376506,40000000,6.3,1.85
2002,Crime|Horror|Thriller,Color,101,37,2000,886,595,4262,612,104,17309,1,388,English,13208023,42000000,3.3,2.35
2009,Action|Adventure|Fantasy|Thriller,Color,109,80,14000,4000,835,20503,0,157,35990,3,157,English,13838130,40000000,5.9,2.35
2015,Drama|Horror|Sci-Fi|Thriller,Color,110,118,11000,1000,287,12876,11000,159,28618,2,91,English,5773519,40000000,6,2.35
2003,Comedy,Color,89,0,1000,627,500,3096,0,78,46205,0,147,English,9652000,40000000,5.8,1.85
2008,Comedy|Drama|Music,Color,100,92,1000,760,706,4103,866,88,7794,2,25,English,12081447,,6.5,2.35
1980,Action|Adventure|Drama|Thriller,Color,119,5,521,372,249,1883,328,32,2933,0,70,English,7000000,36000000,4.7,2.35
1999,Action|Sci-Fi,Color,83,7,2000,577,485,4024,401,75,24216,0,162,English,10431220,24000000,4.1,1.85
2009,Action|Horror|Mystery|Sci-Fi|Thriller,Color,108,22,12000,2000,61,14127,10000,219,121432,0,310,English,10326062,33000000,6.8,2.35
2001,Drama|Mystery|Sci-Fi|Thriller,Color,102,39,1000,1000,259,2664,892,83,19986,4,207,English,6114237,40000000,6.2,1.85
2002,Action|Adventure|Thriller,Color,93,18,3000,545,443,4123,158,53,4821,0,82,English,4835968,40000000,4.5,2.35
2001,Comedy|Fantasy|Sci-Fi,Color,84,8,545,248,219,1149,565,61,15130,3,98,English,4777007,40000000,5.8,2.35
2007,Adventure|Sci-Fi|Thriller,Color,107,0,11000,372,167,11623,15000,308,190132,0,801,English,3675072,26000000,7.3,2.35
2012,Comedy|Drama,Color,91,48,61,46,39,222,0,70,30842,8,93,English,18438149,40000000,5.9,2.35
2008,Adventure|Animation|Comedy|Fantasy|Romance,Color,94,0,795,754,379,2449,211,41,2458,1,26,English,511920,40000000,4.4,1.85
2015,Action|Crime|Drama|Mystery|Thriller,Color,115,180,1000,535,87,1686,0,224,28429,0,110,English,10640645,40000000,5.8,2.35
2006,Action|Adventure|Family|Thriller,Color,93,13,15000,460,173,15638,823,66,20201,3,187,English,652526,40000000,5.1,2.35
2007,Drama|Mystery|Thriller,Color,105,154,884,617,502,2288,0,253,186982,0,491,English,80050171,20000000,6.9,1.85
1995,Comedy|Crime|Drama|Thriller,Color,107,34,11000,922,472,13821,12000,79,54650,1,223,English,7564000,20000000,6.2,2.35
2007,Adventure|Comedy|Drama|Romance|Thriller|War,Color,101,47,499,3,2,504,0,94,22010,2,90,English,876671,25000000,6.9,2.35
1994,Comedy|Fantasy, Black and White,111,0,1000,970,385,2612,0,77,65474,2,211,English,2869369,30000000,7.3,1.85
2007,Action|Drama|History|Romance|War,Color,113,31,5000,755,483,6267,0,106,22897,2,61,Mandarin,128978,40000000,7.1,2.35
2005,Drama|History|War,Color,112,44,1000,580,533,2115,265,30,3322,0,32,Kazakh,77231,25000000,6,2.35
2013,Action|Drama|Sci-Fi|Thriller,Color,126,584,11000,557,398,12286,58000,488,181472,5,514,English,4563029,39200000,7,1.85
2011,Adventure|Animation|Comedy|Fantasy|Music|Romance,Color,90,10,1000,559,541,3243,0,63,15790,0,40,French,,25000000,6.8,1.85
2004,Comedy,Color,93,23,2000,894,596,5240,89,42,3789,10,39,English,463730,,5.7,1.85
1994,Action|Drama|Fantasy,Color,98,295,720,581,380,2630,15000,118,136580,0,545,English,50693162,23000000,7.6,1.85
2015,Action|Adventure|Drama|Fantasy|War,Color,159,50,218,133,72,554,21000,44,62756,1,410,Telugu,6498000,18026148,8.4,1.85
2009,Drama|Fantasy|Romance|Sci-Fi,Color,107,124,152,142,100,568,13000,214,114925,1,234,English,63411478,39000000,7.1,2.35
2007,Comedy|Romance,Color,102,36,747,452,433,1930,0,110,32412,1,184,English,42640890,,5.6,1.85
2001,Action|Crime|Thriller,Color,106,357,23000,14000,4000,45327,14000,187,272227,2,988,English,144512310,38000000,6.7,2.35
2012,Animation|Comedy|Family|Horror|Sci-Fi, Black and White,87,13000,940,925,787,4774,25000,370,73886,0,165,English,35287788,39000000,7,1.85
2005,Action|Adventure|Sci-Fi|Thriller,Color,119,0,2000,505,279,2853,14000,276,242599,0,1594,English,25335935,40000000,8,2.35
2004,Biography|Drama|Romance|Sport,Color,110,534,865,534,511,2972,177,76,5917,2,50,English,5881504,39000000,5.3,2.35
1983,Action|Comedy|Sci-Fi,Color,125,44,593,542,420,2329,0,95,49934,1,224,English,60000000,39000000,4.9,2.35
2013,Comedy|Sport,Color,113,88,22000,13000,785,36009,12000,211,46480,1,115,English,29802761,40000000,6.4,1.85
2008,Action|Adventure|Drama|History|War,Color,150,610,755,643,478,2172,0,160,36894,4,105,Mandarin,626809,553632000,7.4,2.35
2002,Comedy|Romance,Color,108,72,982,935,559,4251,0,97,83786,1,392,English,127214072,38000000,6.1,2.35
2009,Comedy|Romance,Color,96,126,18000,957,954,22436,9000,174,163665,2,169,English,88915214,38000000,6.5,2.35
1996,Comedy,Color,93,36,592,516,275,2176,478,23,17810,2,73,English,30400000,39000000,5.7,2.35
2002,Action|Adventure|Comedy|Family|Sci-Fi,Color,100,0,12000,2000,1000,18291,478,103,44885,1,107,English,85570368,38000000,5.1,1.85
1994,Action|Adventure|Mystery|Sci-Fi|Thriller,Color,118,18,1000,946,906,6427,0,98,60504,0,249,English,75668868,35000000,6.6,2.35
2013,Action|Biography|Drama,Color,122,0,643,290,7,943,13000,273,24557,1,111,Mandarin,6594136,38600000,6.5,2.35
2011,Drama|Romance,Color,120,508,21000,11000,1000,36062,33000,279,95367,1,260,English,58700247,38000000,6.9,2.35
,Comedy|Family|Sci-Fi,Color,60,,23000,967,501,25160,0,22,38383,4,86,English,,,7.8,1.33
2014,Adventure|Animation|Family|Fantasy,Color,88,0,76,47,46,196,0,4,2169,0,18,English,,40000000,6.4,
1999,Biography|Drama|Sport, Black and White,146,278,18000,584,494,20516,0,65,76016,0,265,English,50668906,38000000,7.6,1.85
2002,Crime|Drama|Thriller,Color,115,150,970,919,789,3770,0,98,30667,1,234,English,39177215,38000000,5.6,2.35
2001,Comedy|Crime|Romance,Color,123,7,931,754,692,2912,989,116,44168,3,216,English,40334024,35000000,6.2,2.35
2015,Action|Comedy|Crime,Color,94,99,598,557,377,3552,8000,76,23473,1,123,English,71038190,30000000,4.4,1.85
2001,Drama|Romance,Color,102,43,308,285,280,1440,689,106,19686,0,180,English,24044532,38000000,5.6,1.85
2001,Comedy|Drama,Color,98,11,854,543,466,2765,168,55,8433,1,85,English,22770864,38000000,5.5,1.85
1999,Mystery|Thriller,Color,133,2000,40000,903,541,42344,0,172,137722,1,638,English,18653746,38000000,6.7,2.35
1996,Crime|Drama|Mystery|Thriller,Color,118,150,24000,210,182,24547,352,47,14066,0,75,English,17305211,38000000,6.1,2.35
2001,Drama|Music,Color,105,65,628,316,108,1265,0,107,34592,0,191,English,16991902,57000000,6.2,2.35
2009,Drama,Color,109,304,940,906,736,3277,12000,323,86955,0,275,English,47536959,10000000,7.3,1.85
1996,Adventure|Drama,Color,129,0,12000,1000,982,16237,911,37,17859,4,89,English,10300000,38000000,6.6,2.35
1982,Horror|Mystery|Sci-Fi,Color,109,0,957,163,145,1757,23000,297,258078,0,911,English,13782838,15000000,8.2,2.35
2013,Action|Sci-Fi|Thriller,Color,127,123,14000,924,904,17551,39000,302,125305,0,343,English,41997790,38000000,6.4,2.35
1997,Crime|Mystery|Thriller,Color,118,11,37,12,12,74,389,38,9740,1,81,English,6482195,37000000,6.4,2.35
2001,Action|Adventure|Drama|Thriller|Western,Color,110,49,1000,569,427,2120,474,31,4757,2,67,English,623374,38000000,5.2,2.35
2008,Adventure|Family|Fantasy|Sci-Fi,Color,90,27,13000,2000,260,15494,0,118,52908,0,102,English,7871693,55000000,6.5,2.35
2012,Drama,Color,144,0,378,18,15,427,27000,546,105144,31,405,English,16377274,32000000,7.1,1.85
2007,Adventure|Comedy|History|Romance,Color,97,2,4000,476,217,4900,366,21,6691,2,28,English,,38000000,4.8,1.85
2008,Biography|Drama|Sport, Black and White,130,39,2000,898,534,5162,0,86,16673,0,45,English,9589875,40000000,7.3,2.35
2016,Action|Adventure|Sci-Fi|Thriller,Color,112,5,17000,1000,724,19974,14000,194,55617,0,266,English,34912982,38000000,5.2,2.35
2015,Drama|Sport,Color,133,0,13000,597,531,15106,70000,437,146708,1,362,English,109712885,35000000,7.7,2.35
2010,Crime|Drama|Thriller,Color,150,0,10000,4000,206,14296,29000,378,280228,7,420,English,92173235,37000000,7.6,2.35
2012,Comedy|Drama|Romance,Color,110,52,10000,2000,651,13396,14000,170,57266,12,89,English,41102171,40000000,5.7,2.35
2008,Comedy|Drama,Color,96,1000,24000,11000,681,36093,0,341,248468,0,545,English,60338891,37000000,7,1.85
2008,Adventure|Comedy|Family|Fantasy,Color,96,3,18000,82,35,18178,0,139,28109,3,110,English,48006503,37000000,6,2.35
2013,Action|Biography|Drama|Sport,Color,123,2000,26000,10000,471,37206,83000,393,312629,0,475,English,26903709,38000000,8.1,2.35
1999,Drama,Color,188,0,786,625,272,1906,13000,224,241030,1,1437,English,22450975,37000000,8,2.35
2010,Action|Comedy|Crime,Color,107,0,13000,642,574,14483,0,203,75347,2,176,English,44867349,37000000,5.6,2.35
2016,Comedy|Romance,Color,110,11,2000,756,591,4882,15000,148,39440,4,83,English,46813366,38000000,6.1,2.35
2011,Drama|Family,Color,113,188,11000,680,631,14209,0,131,17948,5,86,English,72279690,37000000,6.9,1.85
2008,Drama|Fantasy|Romance,Color,122,308,17000,12000,10000,44060,19000,350,348007,1,1535,English,191449475,37000000,5.2,2.35
2002,Crime|Drama|Thriller,Color,116,415,18000,669,644,20970,0,129,98899,1,394,English,71026631,36000000,7,1.85
1999,Action|Comedy|Crime|Thriller,Color,93,10,789,744,405,2986,0,40,60572,1,144,English,68208190,65000000,6.3,1.85
2013,Comedy|Crime,Color,118,43,740,707,651,3425,35000,289,316671,4,301,English,150368971,37000000,7,2.35
2009,Action|Adventure|Sci-Fi,Color,115,35,463,35,30,599,240,14,4387,0,21,Russian,,29500000,5.3,
1997,Action|Crime|Drama|Mystery|Thriller,Color,93,84,551,284,263,1874,0,72,38399,0,218,English,50129186,36000000,6.9,2.35
1983,Action|Adventure|Thriller,Color,121,883,180,172,133,762,0,89,48636,3,214,English,55500000,36000000,6.2,2.35
2010,Comedy|Sci-Fi,Color,101,38,496,390,318,1272,12000,265,139184,8,243,English,50213619,36000000,6.4,1.85
2014,Drama|Family,Color,107,188,11000,641,631,13904,0,54,6069,0,33,English,42019483,36000000,6.4,1.85
2000,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Color,124,287,9000,1000,475,10838,852,126,31113,0,212,English,23360779,34000000,5.7,2.35
2003,Action|Crime|Drama|Thriller,Color,109,473,14000,919,582,16611,0,110,38348,0,135,English,26183197,36000000,6.1,2.35
2015,Comedy|Drama|Romance,Color,105,488,15000,14000,13000,44037,11000,138,39778,1,172,English,20991497,37000000,5.4,1.85
1996,Drama|History,Color,130,0,2000,912,723,3968,591,31,8531,0,57,English,13052741,36000000,6.7,1.85
1999,Drama|Mystery|Romance|Thriller,Color,127,96,746,602,577,2393,846,95,12375,1,194,English,14378353,36000000,6.8,2.35
2011,Drama|Horror|Mystery|Thriller,Color,114,101,12000,3000,2000,19904,23000,267,75864,1,197,English,33037754,37000000,6,2.35
1997,Drama|Sci-Fi|Thriller,Color,106,487,685,485,263,1942,17000,175,220591,2,641,English,12339633,36000000,7.8,2.35
2000,Biography|Comedy|Romance,Color,95,31,944,886,450,2928,133,63,1977,0,64,English,2954405,36000000,5.3,1.85
2008,Adventure|Animation|Comedy|Family|Sci-Fi,Color,81,16,541,521,387,2268,279,85,8860,0,45,English,30105968,37000000,4.5,2.35
2003,Comedy,Color,95,0,1000,812,642,4537,638,44,15046,1,80,English,37788228,35200000,5.4,1.85
2009,Comedy,Color,108,480,14000,839,706,17623,24000,334,583341,3,626,English,277313371,35000000,7.8,2.35
2015,Action|Biography|Drama|History,Color,105,25,461,79,51,615,12000,78,21912,0,45,Cantonese,2126511,36000000,7.2,2.35
